"state","year","rate_real_2024","rate_nominal","resi_rate_real","sales_mwh","gen_gwh_total","gen_gwh_solar","gen_gwh_wind","gen_gwh_gas","coal_retirements_twh","utility_owned_gen","gas_hub_price","gas_hub_price_real","pou_pct","switching_pct","ami_pct","btm","ee","dr_mw_per_twh_potential","ev_pct","saifi","expected_loss_mwh","expected_loss_fire_mwh","region"
"AL",2020,12.0779124755167,9.84,15.4287967293948,83395605,137547,369,NA,55230,3.91139028841051,0.72414467512406,19.9976314661756,24.5456953827345,0.386648384681784,0,0.841287676673357,1.31288904817692e-05,0.00530024372336392,8.20596539000791,0.000619234711308507,1.251,15.4043435647553,0.0877764964740268,"south"
"AL",2021,11.8916617609346,10.18,15.1390900217792,85585166,142733,494,NA,54448,0,0.71873632538108,39.8460471948618,46.5457481091878,0.395531929573594,0,0.855177249121129,1.35194813879724e-05,0.00481584984006094,9.16725409001894,0.000989973881540147,0.35,15.0102478180696,0.0855308737524892,"south"
"AL",2022,12.4693030888439,11.59,15.331110355136,87027545,144789,895,NA,62217,0,0.71873632538108,69.3456635995138,74.6067383364408,0.389708653295284,0,0.8852095264259,1.54909845261196e-05,0.00433199279099009,18.0407717370891,0.00181420081326243,0.289,14.7614706494435,0.0841133003146513,"south"
"AL",2023,11.8091602175277,11.47,15.0625993009966,84880359,139435,1201,NA,61848,0,0.73302746699997,25.5379664924156,26.2931070565641,0.395586931429834,0,0.895256551792547,2.51016984561833e-05,0.00396358863177301,1.02726841097461,0.00268822763084431,0.595,15.1348859305676,0.0862410823242611,"south"
"AL",2024,11.84,11.84,15.12,87503000,143219,1257,NA,64557,0,0.732304159535136,24.520160604762,24.520160604762,NA,NA,NA,0,0.00352840894436978,NA,NA,NA,14.6812629419634,0.0836562635364712,"south"
"AR",2010,10.5128342276354,7.28,12.7944658319848,48194285,61000,NA,NA,12469,0,0.918213689698444,NA,NA,0.394520636627351,0,0.210920105307738,1.74135853269251e-05,0.00327416295977727,NA,NA,NA,16.7628983136448,0.476068052810095,"south"
"AR",2011,10.3721532993624,7.43,12.591766185767,47927829,61308,NA,NA,12947,0,0.918213689698444,NA,NA,0.400078543094451,0,0.398992383388511,6.5584394549956e-05,0.00452960972087388,NA,NA,NA,16.8560920786506,0.478714765413738,"south"
"AR",2012,10.4170583492354,7.62,12.7137326309565,46859567,65006,NA,NA,17117,0,0.92131335258389,NA,NA,0.397851477479892,0,0.516102540145119,8.04303081111421e-05,0.00754232454728748,NA,NA,NA,17.2403620108956,0.489628071393079,"south"
"AR",2013,10.6744982158688,7.93,12.9090085611831,46683034,60322,NA,NA,12139,0,0.921420936187138,46.6965919444495,62.8578420426458,0.402782684660507,0,0.291767027944181,0.000134895184203071,0.0120480391162822,8.39488929856383,NA,0.229,17.3055568486362,0.491479611554912,"south"
"AR",2014,10.4574122106943,7.9,12.5886063447725,47080301,61592,NA,NA,9614,0,0.921420936187138,51.9869157781144,68.8162794752394,0.404066074608535,0,0.28878536150983,0.000119301976025524,0.0167468546453264,9.69103030201307,NA,0.242,17.1595313027803,0.487332470888934,"south"
"AR",2015,10.8603698071233,8.19,13.0218353487119,46465154,55559,1,NA,14866,0,0.92073428223663,29.4101354669885,38.9993830584966,0.397685945286677,0,0.610444449652737,0.000152801184910208,0.0223847228098981,12.1370987190427,NA,0.23,17.3867044270168,0.493784211207494,"south"
"AR",2016,10.6628947707699,8.13,13.0105677891805,46188438,60445,26,NA,18171,0,0.920419134170112,27.730013762862,36.3692765984502,0.405423706494831,0,0.608873749733782,0.000199207225588259,0.0284420986290008,9.76429792763951,7.78300968984706e-05,0.356,17.4908685752443,0.496742483833828,"south"
"AR",2017,10.6160493733576,8.26,13.2122260966242,46085951,60775,31,NA,17314,0,0.920092825852248,32.1291025717454,41.2934793248571,0.402731080290788,0,0.309973386617944,0.00030185922412157,0.0344493174023633,9.29621991003354,0.000115309220894031,0.591,17.5297651719028,0.497847151218052,"south"
"AR",2018,9.78159431813032,7.78,12.3338612160486,49602708,67999,203,NA,20624,0,0.915507215960297,33.3723144280355,41.9581543948754,0.406977013089358,0,0.336073648851129,0.000525293237192283,0.0372080388222998,12.4578364205989,0.000231526143160332,0.288,16.2869313254796,0.462550540920563,"south"
"AR",2019,10.1867384321767,8.22,12.1447733133007,48093032,64443,210,NA,21772,0,0.914146954774613,24.876650797946,30.8287025239995,0.410775764771911,0,0.429003485901669,0.0011898847609016,0.0432814261670765,6.10067587337808,0.00034683417472735,0.426,16.7981901984017,0.47707034600199,"south"
"AR",2020,10.2122186784857,8.32,12.7775476494034,45851003,54641,272,NA,18307,0,0.908184439098739,19.5181669744551,23.9571862195111,0.409351880910469,0,0.631845443575258,0.00205455481145155,0.0508091689567366,6.25944135992606,0.00049143764412354,0.399,17.6195905409925,0.500398201027898,"south"
