"timeframe","state","rate_delta","rate_delta_nominal","resi_rate_delta","rate_pct","wind_solar_delta","wind_solar_pct","load_delta","load_pct","btm_delta","ee_delta","ev_delta","gas_share","gas_exposure","gas_exposure_nominal","coal_retirements_twh","utility_owned_gen","pou_pct","switching_pct","dr_potential","region","iso","expected_loss_mwh","expected_loss_fire_mwh","rate_delta_pre","rate_delta_nominal_pre","rate_pct_pre","saifi_delta","ami_delta","ca","rps_sales_cost"
"2023-2024","ID",0.18453615123798,0.44,0.1791106245793,0.0197672182365584,3.12014881506547,0.175392864393189,608023,0.0236824625962701,0.0750855983003269,-0.200225800103229,NA,0.316817447806619,1.21638316275737,11.9432228981592,0,0.626533289054442,0.140646694588448,0,24.2880818855332,"west",0,8.53139266534129,4.44454899408322,-0.99701982725778,0.91,-0.0964937239215504,0.0045,0.00260768841278647,0,0
"2023-2024","IL",0.2637689206394,0.58,-0.212807681425899,0.0218600919296647,1.2365738972876,0.0926624947746968,2650783,0.0203003461136248,0.2967212683125,0.8664492424558,NA,0.166030687112356,0.427162732899225,4.21459350928682,1.11396513552436,0.0897796512477163,0.059199132708675,0.586925428764279,1.534590380497,"midwest",1,13.6589097080677,0.0082001786442699,0.168360918448901,2.15,0.0141505089710947,0.057,0.00105047541018599,0,0.386514850832489
"2023-2024","IN",-0.439233625689601,-0.130000000000001,-0.502084453246599,-0.0372256063083021,1.7220017358364,0.144943999165134,3759650,0.0391649178840433,0.033282954338479,0.0144090911419897,NA,0.396064656792,1.04953531177456,10.3542665925803,11.8293779914933,0.689906822299657,0.21987362985514,0,5.09105240686731,"midwest",1,7.91808695824033,0.0182977537879046,-0.284540756486299,1.74,-0.023547341044865,0.0965,0.0153307917773214,0,0
"2023-2024","KS",0.159336539821799,0.449999999999999,0.4799002687792,0.0143667275085849,5.19445562032718,0.111008368866515,502992,0.0122525553439432,0.060550232038197,-0.0319547199294402,NA,0.0852139475105049,0.24869411300338,2.45715879617752,0,0.593997850577146,0.336786911471523,0,0.0440706033100328,"midwest",1,17.6214863954326,0.473234472624149,-2.1952915528399,0.0800000000000001,-0.165234004683056,0.0425,0.00213550044316901,0,0
"2023-2024","KY",-0.0745105289080996,0.219999999999999,-0.0440520271775,-0.00726612242466862,0.120326222183093,0.490752437919264,2876979,0.0403939479062535,0.028574793611358,-0.17771573041888,NA,0.250040509008445,0.739949645907696,7.29335724276868,5.30367452893524,0.929928072537482,0.4791234990338,0,0.278401695310419,"south",1,10.7525571708709,0.27519459784344,-0.457466796345201,1.44,-0.0427061020066511,0.1275,0.063847297004291,0,0
"2023-2024","LA",-0.49346273218587,-0.23,-0.251525763944599,-0.053792416952272,0.923533845739428,3.09273140772705,2969543,0.0311356215637485,0.01925528067012,0.068077529381879,NA,0.759964932391308,1.86326525921302,18.3434502302416,0,0.647440175252433,0.174796825038558,0,0.157736276879053,"south",1,26.2802192586452,0.131236796869863,-0.52012238256796,1.2,-0.0536563486481718,0.1685,0.0329433785113905,0,0
"2023-2024","MA",-0.0148702937670997,0.77,-1.261292951247,-0.000619728032910534,0.6175843093295,0.055366138172753,-725964,-0.0145158066577829,1.03417779151347,0.879717873841199,NA,0.74832064691849,2.6772566415965,26.3124798539606,0,0.0902637235426989,0.0848488636041258,0.668962130741356,1.64107272589404,"northeast",1,12.2461137424549,0.0343955756266717,1.3601598211471,4.71,0.0600917702390058,0.041,0.0061164436515036,0,1.81692666976298
"2023-2024","MD",0.3159758047648,0.74,0.789149118486499,0.0214017398364042,0.701835251966472,0.177310673024877,1768915,0.0310155938434682,0.11976964808158,0.868379066324401,NA,0.410941870737664,0.826675951139513,8.14716898457685,6.39396900739913,0.0932163385162978,0.0591204202489674,0.465606287999325,7.34097929093737,"south",1,11.4185938073381,0.0914813998916037,0.217360151434699,2.77,0.0149422679165629,-0.0495,0.000104312967226017,0,0.627604707094254
"2023-2024","ME",-1.924726278419,-1.22,-4.4572358231406,-0.0893363068783549,5.53851904439509,0.24213120294714,-92030,-0.00811836242494065,4.02470015644879,0.4269854092708,NA,0.310831806437473,0.983350316916643,9.65574628648335,0,0.000211834729967807,0.0266273122420225,0.422775698370594,0.922157999723721,"northeast",1,14.7257898468187,0.0517401963615556,5.1009149945264,7.4,0.310202720431544,0.145,0.0224627801039715,0,2.90339241481774
"2023-2024","MI",0.111826283774199,0.48,-0.0570462583109013,0.00796020080852494,1.44093717051725,0.181842020900638,1242310,0.0127300612396785,0.052394316374697,0.955999817292502,NA,0.448717661334107,1.08136436044534,10.6571267636916,0,0.766807030847825,0.123665695559315,0.0876821381658059,0.191006503298557,"midwest",1,8.48794403589749,0.0529286053326532,-0.0805470998567994,2.28,-0.00570094780025049,0.1335,0.000963863663308584,0,0.27791259082243
"2023-2024","MN",-0.178611189701501,0.149999999999999,0.293567336256899,-0.0142448941911686,0.872378476079444,0.0302978547019175,-861800,-0.013015020584211,0.12509541295078,0.589001425646399,NA,0.253084150599161,0.69226568587418,6.83225555241519,0,0.662067733471966,0.358757206515168,0,25.2929270935383,"midwest",1,12.0981549754774,0.609655874518574,-0.313567307033299,1.84,-0.0243979888011175,-0.083,0.0927694816112324,0,0
"2023-2024","MO",-0.0725473900126996,0.220000000000001,-0.00856910454099946,-0.00649917868009312,-0.0970084001323271,-0.00931177336886835,1440201,0.0187097895534673,0.139558771568682,0.21786183686427,NA,0.145147215493105,0.405483319202612,4.00222559154774,0,0.887805741905663,0.315795749595875,0,0.134681747398212,"midwest",1,18.7625457934466,0.183526443325518,-1.1443120576803,0.94,-0.0929816467429316,0.1325,0.0513826077294041,0,0
"2023-2024","MS",-0.4537841658177,-0.129999999999999,-0.3312022387002,-0.0402512731433675,1.68683937589314,1.94354275200654,835238,0.0172492277335963,0.0122686946821743,0.01944246950333,NA,0.762721573981087,1.79293024550614,17.6570449185524,0,0.900390451479425,0.525051052936704,0,9.51520632426464,"south",1,20.2240219380157,0.377906700731193,-0.3434306798795,1.71,-0.029562221620331,0.0565,0.00152600941328407,0,0
"2023-2024","MT",-0.4386385926123,-0.130000000000001,-0.222810205228599,-0.0388910939037993,5.75651732479775,0.322758578210882,146301,0.00943591358980913,0.199470928848969,0.04950603180887,NA,0.0394124369790182,0.183851657618817,1.80589761892061,0,0.49153756111964,0.25884172384591,0.197423181191715,1.42148521971529,"west",0,12.585904938247,3.96100907913689,0.0988153740057989,2.13,0.00883872419747578,-0.08,0.000881824008001519,0,0
"2023-2024","NC",0.696269406454299,1.01,0.807668560363298,0.0637391594832712,-0.0353954038448151,-0.00373656535099507,3709892,0.027874829924776,0.066130528499359,0.21225678982059,NA,0.410970545744974,1.46062391831273,14.3935050753288,3.2094395280236,0.750765951624966,0.26042674668282,0,6.14382338117155,"south",0,18.2925355673235,0.163502422486916,-0.706056995491,1.36,-0.0607110826475106,-0.2295,0.00620831055827198,0,0
"2023-2024","ND",-0.246113665299189,-0.0299999999999994,0.183684750318299,-0.0298460190204351,0.337325381144177,0.00980240482099494,1425821,0.0505571218450886,0.00286203732063492,-0.0214064894589885,NA,0.0668369704057532,0.196393077900371,1.93631871468235,0,0.717854831604733,0.711245264859652,0,18.3296872504472,"midwest",1,10.7986714702657,0.434489382168396,-2.79659707779701,-0.880000000000001,-0.253252769438466,-0.0565,0.0154949484592755,0,0
"2023-2024","NE",-0.19598740981751,0.0499999999999989,0.238571226481801,-0.0208808515567059,2.72205268158169,0.0900487169386712,1416801,0.0422028715745303,0.015083348995121,-0.09437004921964,NA,0.0391321947589818,0.111555610947077,1.10145880397732,0,0.680567638117856,0.873736839455637,0,25.2859875385947,"midwest",1,18.4588978819096,0.141904143142454,-1.79305309553909,0.120000000000001,-0.160394185411523,0.00549999999999999,0.00686173039521648,0,0
